login,user_url,html_url,repos_url,followers,repo_details,label
gbuesing,https://api.github.com/users/gbuesing,https://github.com/gbuesing,https://api.github.com/users/gbuesing/repos,54,"[{'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'JavaScript', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': None, 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'CoffeeScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Python', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'PHP', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 8, 'forks': 2, 'watchers': 8}, {'language': 'Ruby', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Swift', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Shell', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 19, 'forks': 2, 'watchers': 19}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 95, 'forks': 17, 'watchers': 95}, {'language': 'Ruby', 'stars': 10, 'forks': 4, 'watchers': 10}, {'language': 'Ruby', 'stars': 0, 'forks': 2, 'watchers': 0}, {'language': 'JavaScript', 'stars': 28, 'forks': 1, 'watchers': 28}, {'language': 'C', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 127, 'forks': 15, 'watchers': 127}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 2, 'forks': 0, 'watchers': 2}]",bad
io,https://api.github.com/users/io,https://github.com/io,https://api.github.com/users/io/repos,8,"[{'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 3, 'forks': 1, 'watchers': 3}, {'language': None, 'stars': 0, 'forks': 5, 'watchers': 0}]",bad
vitadewi,https://api.github.com/users/vitadewi,https://github.com/vitadewi,https://api.github.com/users/vitadewi/repos,7,"[{'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
trafnar,https://api.github.com/users/trafnar,https://github.com/trafnar,https://api.github.com/users/trafnar/repos,41,"[{'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Astro', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Imba', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Imba', 'stars': 0, 'forks': 2, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'CSS', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'CSS', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Imba', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 13, 'forks': 3, 'watchers': 13}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}]",bad
dgtized,https://api.github.com/users/dgtized,https://github.com/dgtized,https://api.github.com/users/dgtized/repos,55,"[{'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 41, 'forks': 7, 'watchers': 41}, {'language': 'Ruby', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': 'Emacs Lisp', 'stars': 7, 'forks': 0, 'watchers': 7}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 6, 'forks': 0, 'watchers': 6}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 58, 'forks': 14, 'watchers': 58}, {'language': 'Clojure', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
prestonparris,https://api.github.com/users/prestonparris,https://github.com/prestonparris,https://api.github.com/users/prestonparris/repos,38,"[{'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
chriskau,https://api.github.com/users/chriskau,https://github.com/chriskau,https://api.github.com/users/chriskau/repos,16,"[{'language': 'Objective-C', 'stars': 3, 'forks': 2, 'watchers': 3}, {'language': 'Vim script', 'stars': 4, 'forks': 0, 'watchers': 4}, {'language': 'Objective-C', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Objective-C', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Objective-C', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'CSS', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'C', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Swift', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Swift', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
andrewwillis,https://api.github.com/users/andrewwillis,https://github.com/andrewwillis,https://api.github.com/users/andrewwillis/repos,12,"[{'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'CoffeeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'C', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'C', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'C', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'Objective-C', 'stars': 10, 'forks': 0, 'watchers': 10}]",bad
rosschapman,https://api.github.com/users/rosschapman,https://github.com/rosschapman,https://api.github.com/users/rosschapman/repos,28,"[{'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Clojure', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 9, 'forks': 0, 'watchers': 9}, {'language': None, 'stars': 5, 'forks': 1, 'watchers': 5}, {'language': 'Go', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'CSS', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Shell', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 5, 'forks': 2, 'watchers': 5}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
pbeckingham,https://api.github.com/users/pbeckingham,https://github.com/pbeckingham,https://api.github.com/users/pbeckingham/repos,43,"[{'language': 'C++', 'stars': 1, 'forks': 0, 'watchers': 1}]",bad
vinfin,https://api.github.com/users/vinfin,https://github.com/vinfin,https://api.github.com/users/vinfin/repos,4,[],bad
Amar,https://api.github.com/users/Amar,https://github.com/Amar,https://api.github.com/users/Amar/repos,5,"[{'language': 'Ruby', 'stars': 2, 'forks': 3, 'watchers': 2}]",bad
dekart,https://api.github.com/users/dekart,https://github.com/dekart,https://api.github.com/users/dekart/repos,38,"[{'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'CoffeeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 4, 'forks': 0, 'watchers': 4}, {'language': 'JavaScript', 'stars': 2, 'forks': 1, 'watchers': 2}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 4, 'forks': 1, 'watchers': 4}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'Ruby', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'JavaScript', 'stars': 2, 'forks': 4, 'watchers': 2}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'Ruby', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'Ruby', 'stars': 7, 'forks': 1, 'watchers': 7}, {'language': 'Ruby', 'stars': 6, 'forks': 11, 'watchers': 6}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 4, 'forks': 0, 'watchers': 4}, {'language': 'Ruby', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}]",bad
nellibab,https://api.github.com/users/nellibab,https://github.com/nellibab,https://api.github.com/users/nellibab/repos,3,[],bad
JonCrawford,https://api.github.com/users/JonCrawford,https://github.com/JonCrawford,https://api.github.com/users/JonCrawford/repos,35,"[{'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Makefile', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 2, 'forks': 1, 'watchers': 2}, {'language': 'Shell', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 3, 'forks': 1, 'watchers': 3}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Makefile', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}]",bad
rafeco,https://api.github.com/users/rafeco,https://github.com/rafeco,https://api.github.com/users/rafeco/repos,21,"[{'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 8, 'forks': 8, 'watchers': 8}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'VimL', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 6, 'forks': 2, 'watchers': 6}, {'language': 'Java', 'stars': 13, 'forks': 8, 'watchers': 13}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 23, 'forks': 6, 'watchers': 23}, {'language': 'Java', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'PHP', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Scala', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'PHP', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Shell', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
bwl,https://api.github.com/users/bwl,https://github.com/bwl,https://api.github.com/users/bwl/repos,37,"[{'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': None, 'stars': 5, 'forks': 2, 'watchers': 5}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'CoffeeScript', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'C#', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Shell', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Emacs Lisp', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Shell', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'TypeScript', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
maehld,https://api.github.com/users/maehld,https://github.com/maehld,https://api.github.com/users/maehld/repos,7,"[{'language': 'Go', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Dockerfile', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Scala', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'FreeBasic', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
darkley,https://api.github.com/users/darkley,https://github.com/darkley,https://api.github.com/users/darkley/repos,4,[],bad
svenax,https://api.github.com/users/svenax,https://github.com/svenax,https://api.github.com/users/svenax/repos,20,"[{'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'LilyPond', 'stars': 30, 'forks': 15, 'watchers': 30}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'LilyPond', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Go', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Lua', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Objective-C', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 0, 'forks': 1, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Rust', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Python', 'stars': 58, 'forks': 11, 'watchers': 58}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Ruby', 'stars': 3, 'forks': 1, 'watchers': 3}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'JavaScript', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
renatos,https://api.github.com/users/renatos,https://github.com/renatos,https://api.github.com/users/renatos/repos,5,"[{'language': 'JavaScript', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'HTML', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Java', 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
tomill,https://api.github.com/users/tomill,https://github.com/tomill,https://api.github.com/users/tomill/repos,112,"[{'language': 'Perl', 'stars': 3, 'forks': 0, 'watchers': 3}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 2, 'forks': 0, 'watchers': 2}, {'language': 'Go', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 4, 'forks': 0, 'watchers': 4}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 4, 'forks': 0, 'watchers': 4}, {'language': 'Perl', 'stars': 1, 'forks': 1, 'watchers': 1}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 6, 'forks': 1, 'watchers': 6}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Go', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'PHP', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Prolog', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'Perl', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Go', 'stars': 3, 'forks': 1, 'watchers': 3}, {'language': 'Go', 'stars': 1, 'forks': 0, 'watchers': 1}, {'language': 'Perl', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': 'C++', 'stars': 0, 'forks': 0, 'watchers': 0}, {'language': None, 'stars': 0, 'forks': 0, 'watchers': 0}]",bad
