login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages
rwdeploy,https://api.github.com/users/rwdeploy,https://github.com/rwdeploy,https://api.github.com/users/rwdeploy/repos,4,0,0,0,set()
stiff,https://api.github.com/users/stiff,https://github.com/stiff,https://api.github.com/users/stiff/repos,14,84,21,84,"{'Ruby', 'Python', 'CoffeeScript', 'JavaScript'}"
jadonk,https://api.github.com/users/jadonk,https://github.com/jadonk,https://api.github.com/users/jadonk/repos,490,56,27,56,"{'PHP', 'C++', 'C', 'OpenSCAD', 'JavaScript', 'Shell', 'Python'}"
intervisionsoftware,https://api.github.com/users/intervisionsoftware,https://github.com/intervisionsoftware,https://api.github.com/users/intervisionsoftware/repos,4,0,0,0,set()
danBerman,https://api.github.com/users/danBerman,https://github.com/danBerman,https://api.github.com/users/danBerman/repos,5,0,0,0,{'C'}
benburdick,https://api.github.com/users/benburdick,https://github.com/benburdick,https://api.github.com/users/benburdick/repos,3,0,0,0,set()
afrojas,https://api.github.com/users/afrojas,https://github.com/afrojas,https://api.github.com/users/afrojas/repos,5,8,3,8,"{'Ruby', 'JavaScript', 'HTML'}"
august,https://api.github.com/users/august,https://github.com/august,https://api.github.com/users/august/repos,8,13,6,13,"{'PHP', 'JavaScript', 'Objective-C'}"
scharris,https://api.github.com/users/scharris,https://github.com/scharris,https://api.github.com/users/scharris/repos,14,40,11,40,"{'TypeScript', 'PLpgSQL', 'Nix', 'Julia', 'Idris', 'Haskell', 'Java', 'Rust'}"
pennig,https://api.github.com/users/pennig,https://github.com/pennig,https://api.github.com/users/pennig/repos,33,4,7,4,"{'Ruby', 'C++', 'Objective-C', 'JavaScript', 'Swift'}"
justinfrench,https://api.github.com/users/justinfrench,https://github.com/justinfrench,https://api.github.com/users/justinfrench/repos,332,51,3,51,{'Ruby'}
hirmsn,https://api.github.com/users/hirmsn,https://github.com/hirmsn,https://api.github.com/users/hirmsn/repos,4,0,0,0,set()
kb,https://api.github.com/users/kb,https://github.com/kb,https://api.github.com/users/kb/repos,57,15,3,15,"{'Ruby', 'Objective-C', 'Elixir', 'Go', 'Emacs Lisp', 'Python', 'CSS'}"
jaegerpicker,https://api.github.com/users/jaegerpicker,https://github.com/jaegerpicker,https://api.github.com/users/jaegerpicker/repos,24,20,20,20,"{'Ruby', 'C++', 'C', 'Jupyter Notebook', 'JavaScript', 'C#', 'Shell', 'Emacs Lisp', 'Go', 'Python', 'Java', 'Swift'}"
alvaromateus,https://api.github.com/users/alvaromateus,https://github.com/alvaromateus,https://api.github.com/users/alvaromateus/repos,7,10,2,10,"{'Ruby', 'PHP', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Python', 'Java'}"
Aksim,https://api.github.com/users/Aksim,https://github.com/Aksim,https://api.github.com/users/Aksim/repos,4,0,0,0,set()
gonium,https://api.github.com/users/gonium,https://github.com/gonium,https://api.github.com/users/gonium/repos,66,285,67,285,"{'Ruby', 'C++', 'C', 'Jupyter Notebook', 'HTML', 'Go', 'Shell', 'Python', 'TeX', 'CSS', 'Java'}"
jjames,https://api.github.com/users/jjames,https://github.com/jjames,https://api.github.com/users/jjames/repos,11,1,0,1,{'Groovy'}
jf,https://api.github.com/users/jf,https://github.com/jf,https://api.github.com/users/jf/repos,27,26,2,26,"{'Ruby', 'C', 'Clojure', 'JavaScript', 'Go', 'Emacs Lisp', 'HTML', 'Python'}"
burnthand,https://api.github.com/users/burnthand,https://github.com/burnthand,https://api.github.com/users/burnthand/repos,3,0,0,0,set()
quikdraw2700,https://api.github.com/users/quikdraw2700,https://github.com/quikdraw2700,https://api.github.com/users/quikdraw2700/repos,21,5,1,5,"{'Ruby', 'JavaScript', 'Makefile'}"
ewout,https://api.github.com/users/ewout,https://github.com/ewout,https://api.github.com/users/ewout/repos,13,12,2,12,"{'PHP', 'Jupyter Notebook', 'JavaScript', 'Python', 'CSS'}"
bhushangahire,https://api.github.com/users/bhushangahire,https://github.com/bhushangahire,https://api.github.com/users/bhushangahire/repos,13,16,5,16,"{'Ruby', 'C++', 'Objective-C', 'JavaScript', 'Shell'}"
workingtechnology,https://api.github.com/users/workingtechnology,https://github.com/workingtechnology,https://api.github.com/users/workingtechnology/repos,2,0,0,0,{'VimL'}
BDizzle,https://api.github.com/users/BDizzle,https://github.com/BDizzle,https://api.github.com/users/BDizzle/repos,13,5,2,5,"{'Python', 'C#', 'C++', 'C'}"
dududoor,https://api.github.com/users/dududoor,https://github.com/dududoor,https://api.github.com/users/dududoor/repos,4,0,0,0,set()
jbcrail,https://api.github.com/users/jbcrail,https://github.com/jbcrail,https://api.github.com/users/jbcrail/repos,79,7,3,7,"{'Ruby', 'PHP', 'C', 'JavaScript', 'Go', 'Shell', 'Python', 'Ragel in Ruby Host', 'Makefile', 'Rust'}"
alexander,https://api.github.com/users/alexander,https://github.com/alexander,https://api.github.com/users/alexander/repos,9,0,0,0,set()
CaptainHoneyBadger,https://api.github.com/users/CaptainHoneyBadger,https://github.com/CaptainHoneyBadger,https://api.github.com/users/CaptainHoneyBadger/repos,4,0,0,0,set()
cornexo,https://api.github.com/users/cornexo,https://github.com/cornexo,https://api.github.com/users/cornexo/repos,19,5,0,5,"{'Ruby', 'C', 'TypeScript', 'Objective-C', 'JavaScript', 'HTML', 'Go', 'Python', 'Groovy'}"
abarrow,https://api.github.com/users/abarrow,https://github.com/abarrow,https://api.github.com/users/abarrow/repos,5,0,0,0,"{'Python', 'JavaScript', 'Apex', 'Swift'}"
austin,https://api.github.com/users/austin,https://github.com/austin,https://api.github.com/users/austin/repos,11,2,0,2,"{'Ruby', 'Python', 'JavaScript'}"
antenore,https://api.github.com/users/antenore,https://github.com/antenore,https://api.github.com/users/antenore/repos,148,13,7,13,"{'Ruby', 'C', 'Vim script', 'Shell', 'TeX', 'Python', 'Lua', 'CSS'}"
gokiburi,https://api.github.com/users/gokiburi,https://github.com/gokiburi,https://api.github.com/users/gokiburi/repos,3,0,0,0,set()
LimeHat,https://api.github.com/users/LimeHat,https://github.com/LimeHat,https://api.github.com/users/LimeHat/repos,20,0,0,0,"{'Makefile', 'Go'}"
cementhorses,https://api.github.com/users/cementhorses,https://github.com/cementhorses,https://api.github.com/users/cementhorses/repos,8,33,9,33,"{'Ruby', 'JavaScript'}"
link-zz,https://api.github.com/users/link-zz,https://github.com/link-zz,https://api.github.com/users/link-zz/repos,5,0,0,0,set()
tolnem,https://api.github.com/users/tolnem,https://github.com/tolnem,https://api.github.com/users/tolnem/repos,10,9,1,9,"{'PHP', 'Python', 'JavaScript'}"
heather27stars,https://api.github.com/users/heather27stars,https://github.com/heather27stars,https://api.github.com/users/heather27stars/repos,3,0,0,0,set()
danielegozzi,https://api.github.com/users/danielegozzi,https://github.com/danielegozzi,https://api.github.com/users/danielegozzi/repos,5,21,4,21,"{'Ruby', 'JavaScript', 'Shell', 'Go', 'Python'}"
pjo,https://api.github.com/users/pjo,https://github.com/pjo,https://api.github.com/users/pjo/repos,8,0,0,0,{'Ruby'}
enjay,https://api.github.com/users/enjay,https://github.com/enjay,https://api.github.com/users/enjay/repos,3,0,0,0,set()
jinzhu,https://api.github.com/users/jinzhu,https://github.com/jinzhu,https://api.github.com/users/jinzhu/repos,5342,7339,724,7339,"{'Ruby', 'C', 'JavaScript', 'Go', 'Emacs Lisp'}"
sentientmonkey,https://api.github.com/users/sentientmonkey,https://github.com/sentientmonkey,https://api.github.com/users/sentientmonkey/repos,53,30,5,30,"{'Ruby', 'HaXe', 'C', 'TypeScript', 'Racket', 'JavaScript', 'Go', 'Emacs Lisp', 'Haskell'}"
Soulsbane,https://api.github.com/users/Soulsbane,https://github.com/Soulsbane,https://api.github.com/users/Soulsbane/repos,23,0,1,0,"{'D', 'JavaScript', 'Go', 'Rust'}"
kozmic,https://api.github.com/users/kozmic,https://github.com/kozmic,https://api.github.com/users/kozmic/repos,105,60,36,60,"{'Ruby', 'JavaScript', 'Go', 'Shell', 'HTML', 'Python', 'Groovy', 'XSLT', 'Java'}"
shingi,https://api.github.com/users/shingi,https://github.com/shingi,https://api.github.com/users/shingi/repos,11,1,0,1,"{'C', 'TypeScript', 'JavaScript', 'C#', 'Go', 'HTML', 'Shell', 'PowerShell', 'Java', 'Swift'}"
stu,https://api.github.com/users/stu,https://github.com/stu,https://api.github.com/users/stu/repos,8,40,19,40,"{'PHP', 'C', 'Assembly', 'Ruby'}"
szettel,https://api.github.com/users/szettel,https://github.com/szettel,https://api.github.com/users/szettel/repos,3,0,0,0,set()
gabrioserbelloni,https://api.github.com/users/gabrioserbelloni,https://github.com/gabrioserbelloni,https://api.github.com/users/gabrioserbelloni/repos,4,0,0,0,set()
krschultz,https://api.github.com/users/krschultz,https://github.com/krschultz,https://api.github.com/users/krschultz/repos,184,4641,605,4641,"{'IDL', 'Java'}"
isaacfeliu,https://api.github.com/users/isaacfeliu,https://github.com/isaacfeliu,https://api.github.com/users/isaacfeliu/repos,13,31,10,31,{'Ruby'}
sebdajed,https://api.github.com/users/sebdajed,https://github.com/sebdajed,https://api.github.com/users/sebdajed/repos,5,0,0,0,set()
tapn2it,https://api.github.com/users/tapn2it,https://github.com/tapn2it,https://api.github.com/users/tapn2it/repos,21,13,4,13,"{'Ruby', 'Clojure', 'JavaScript', 'Python', 'CoffeeScript'}"
joelw,https://api.github.com/users/joelw,https://github.com/joelw,https://api.github.com/users/joelw/repos,10,9,5,9,"{'Ruby', 'PHP', 'C', 'TypeScript', 'Dockerfile', 'JavaScript', 'HTML', 'Shell', 'Python', 'Pascal', 'Arduino', 'Java'}"
mprobst,https://api.github.com/users/mprobst,https://github.com/mprobst,https://api.github.com/users/mprobst/repos,153,20,13,20,"{'Ruby', 'C++', 'PHP', 'TypeScript', 'JavaScript', 'HTML', 'Go', 'Python', 'CoffeeScript', 'Java'}"
giallu,https://api.github.com/users/giallu,https://github.com/giallu,https://api.github.com/users/giallu/repos,55,18,9,18,"{'PHP', 'C++', 'C', 'VimL', 'Shell', 'Python', 'PowerShell'}"
butzopower,https://api.github.com/users/butzopower,https://github.com/butzopower,https://api.github.com/users/butzopower/repos,47,14,5,14,"{'Ruby', 'C', 'TypeScript', 'JavaScript', 'Go', 'Shell', 'CSS', 'Java'}"
eskim,https://api.github.com/users/eskim,https://github.com/eskim,https://api.github.com/users/eskim/repos,11,18,3,18,"{'Ruby', 'TypeScript', 'JavaScript', 'HTML', 'Emacs Lisp', 'Python', 'CoffeeScript', 'R', 'Java', 'GLSL'}"
kennylovrin,https://api.github.com/users/kennylovrin,https://github.com/kennylovrin,https://api.github.com/users/kennylovrin/repos,9,2,1,2,"{'Ruby', 'C++', 'Swift'}"
kaste,https://api.github.com/users/kaste,https://github.com/kaste,https://api.github.com/users/kaste/repos,29,39,3,39,"{'Python', 'HTML', 'TypeScript'}"
eddynaert,https://api.github.com/users/eddynaert,https://github.com/eddynaert,https://api.github.com/users/eddynaert/repos,7,0,0,0,set()
danieljames,https://api.github.com/users/danieljames,https://github.com/danieljames,https://api.github.com/users/danieljames/repos,19,1,7,1,"{'PHP', 'C++', 'C', 'JavaScript', 'HTML', 'Python', 'XSLT'}"
xeon,https://api.github.com/users/xeon,https://github.com/xeon,https://api.github.com/users/xeon/repos,4,4,0,4,set()
psisson,https://api.github.com/users/psisson,https://github.com/psisson,https://api.github.com/users/psisson/repos,3,0,0,0,set()
pandorashold,https://api.github.com/users/pandorashold,https://github.com/pandorashold,https://api.github.com/users/pandorashold/repos,4,0,0,0,set()
naveenjoshi,https://api.github.com/users/naveenjoshi,https://github.com/naveenjoshi,https://api.github.com/users/naveenjoshi/repos,4,0,0,0,set()
cameronp,https://api.github.com/users/cameronp,https://github.com/cameronp,https://api.github.com/users/cameronp/repos,37,15,5,15,"{'JavaScript', 'Elm', 'Erlang', 'Elixir', 'Rust'}"
dancyr,https://api.github.com/users/dancyr,https://github.com/dancyr,https://api.github.com/users/dancyr/repos,6,1,0,1,{'Ruby'}
julien,https://api.github.com/users/julien,https://github.com/julien,https://api.github.com/users/julien/repos,88,25,6,25,"{'C++', 'C', 'Dart', 'JavaScript', 'Go', 'HTML', 'Python', 'ActionScript', 'Java', 'SCSS'}"
pripple,https://api.github.com/users/pripple,https://github.com/pripple,https://api.github.com/users/pripple/repos,3,4,0,4,{'Ruby'}
Jonesy,https://api.github.com/users/Jonesy,https://github.com/Jonesy,https://api.github.com/users/Jonesy/repos,40,54,5,54,"{'PHP', 'TypeScript', 'Nix', 'JavaScript', 'HTML', 'Zig', 'Lua'}"
kalopsian,https://api.github.com/users/kalopsian,https://github.com/kalopsian,https://api.github.com/users/kalopsian/repos,3,0,0,0,set()
zhubert,https://api.github.com/users/zhubert,https://github.com/zhubert,https://api.github.com/users/zhubert/repos,48,8,1,8,"{'Ruby', 'JavaScript', 'HTML'}"
garrettdimon,https://api.github.com/users/garrettdimon,https://github.com/garrettdimon,https://api.github.com/users/garrettdimon/repos,113,67,2,67,"{'Ruby', 'CSS'}"
voidlock,https://api.github.com/users/voidlock,https://github.com/voidlock,https://api.github.com/users/voidlock/repos,41,20,7,20,"{'Ruby', 'JavaScript', 'VimL', 'Shell', 'Go', 'Vim Script', 'CoffeeScript', 'Erlang'}"
mihar,https://api.github.com/users/mihar,https://github.com/mihar,https://api.github.com/users/mihar/repos,115,141,14,141,"{'Ruby', 'JavaScript', 'HTML', 'Shell', 'CoffeeScript'}"
jamnut,https://api.github.com/users/jamnut,https://github.com/jamnut,https://api.github.com/users/jamnut/repos,2,0,0,0,"{'C', 'HTML', 'Rust'}"
eeejay,https://api.github.com/users/eeejay,https://github.com/eeejay,https://api.github.com/users/eeejay/repos,41,105,22,105,"{'C++', 'C', 'OpenSCAD', 'TypeScript', 'JavaScript', 'C#', 'Shell', 'HTML', 'Python', 'Kotlin', 'Java', 'Rust'}"
mudiarto,https://api.github.com/users/mudiarto,https://github.com/mudiarto,https://api.github.com/users/mudiarto/repos,37,31,10,31,"{'Ruby', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Python', 'Vim Script', 'CoffeeScript', 'CSS'}"
levi,https://api.github.com/users/levi,https://github.com/levi,https://api.github.com/users/levi/repos,151,6,3,6,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'Go', 'Emacs Lisp', 'Python', 'Swift'}"
jugend,https://api.github.com/users/jugend,https://github.com/jugend,https://api.github.com/users/jugend/repos,39,663,121,663,"{'Ruby', 'JavaScript', 'VimL', 'Shell', 'HTML', 'Vim Script', 'Swift'}"
stephankaag,https://api.github.com/users/stephankaag,https://github.com/stephankaag,https://api.github.com/users/stephankaag/repos,36,1,0,1,"{'Ruby', 'TypeScript', 'JavaScript', 'HTML', 'Shell'}"
mkuhn,https://api.github.com/users/mkuhn,https://github.com/mkuhn,https://api.github.com/users/mkuhn/repos,23,90,14,90,"{'C++', 'HTML', 'Python', 'R', 'Perl', 'Haskell'}"
tobas,https://api.github.com/users/tobas,https://github.com/tobas,https://api.github.com/users/tobas/repos,5,0,0,0,set()
AJ,https://api.github.com/users/AJ,https://github.com/AJ,https://api.github.com/users/AJ/repos,13,2,0,2,"{'PHP', 'Shell', 'Python', 'CSS', 'Java'}"
clavoie,https://api.github.com/users/clavoie,https://github.com/clavoie,https://api.github.com/users/clavoie/repos,8,47,6,47,"{'Clojure', 'JavaScript', 'C#', 'Go', 'CSS'}"
xdite,https://api.github.com/users/xdite,https://github.com/xdite,https://api.github.com/users/xdite/repos,2608,633,278,633,"{'Ruby', 'JavaScript', 'Makefile', 'HTML'}"
zachary2277,https://api.github.com/users/zachary2277,https://github.com/zachary2277,https://api.github.com/users/zachary2277/repos,3,0,0,0,set()
Kikimora,https://api.github.com/users/Kikimora,https://github.com/Kikimora,https://api.github.com/users/Kikimora/repos,3,6,1,6,"{'Ruby', 'C++', 'C', 'JavaScript', 'Shell', 'Emacs Lisp', 'CSS'}"
nfraser,https://api.github.com/users/nfraser,https://github.com/nfraser,https://api.github.com/users/nfraser/repos,4,0,0,0,set()
pkondzior,https://api.github.com/users/pkondzior,https://github.com/pkondzior,https://api.github.com/users/pkondzior/repos,32,16,0,16,"{'Ruby', 'C', 'VimL', 'JavaScript', 'Rust'}"
motemen,https://api.github.com/users/motemen,https://github.com/motemen,https://api.github.com/users/motemen/repos,713,133,13,133,"{'Ruby', 'C', 'TypeScript', 'JavaScript', 'VimL', 'Go', 'Shell', 'HTML', 'Kotlin', 'Alloy', 'ActionScript', 'Scala', 'Perl', 'Java'}"
joshuashen,https://api.github.com/users/joshuashen,https://github.com/joshuashen,https://api.github.com/users/joshuashen/repos,13,20,2,20,"{'Ruby', 'C++', 'Matlab', 'C', 'PHP', 'Objective-C', 'JavaScript', 'Shell', 'HTML', 'Python', 'Groovy', 'R', 'CSS'}"
hyle,https://api.github.com/users/hyle,https://github.com/hyle,https://api.github.com/users/hyle/repos,5,0,0,0,{'JavaScript'}
flavioruiz,https://api.github.com/users/flavioruiz,https://github.com/flavioruiz,https://api.github.com/users/flavioruiz/repos,8,20,0,20,"{'Ruby', 'Objective-C', 'JavaScript', 'Shell', 'Python', 'CSS', 'Java'}"
downtowncartel,https://api.github.com/users/downtowncartel,https://github.com/downtowncartel,https://api.github.com/users/downtowncartel/repos,7,7,1,7,{'Ruby'}
hackmp,https://api.github.com/users/hackmp,https://github.com/hackmp,https://api.github.com/users/hackmp/repos,16,0,0,0,set()
kejadlen,https://api.github.com/users/kejadlen,https://github.com/kejadlen,https://api.github.com/users/kejadlen/repos,40,333,41,333,"{'Ruby', 'TypeScript', 'Shell', 'TeX', 'HCL', 'Rust', 'Swift'}"
ascarter,https://api.github.com/users/ascarter,https://github.com/ascarter,https://api.github.com/users/ascarter/repos,94,91,13,91,"{'Ruby', 'C++', 'Shell', 'Go', 'Python', 'CoffeeScript', 'CSS'}"
ahamx,https://api.github.com/users/ahamx,https://github.com/ahamx,https://api.github.com/users/ahamx/repos,11,2,0,2,set()
pdcawley,https://api.github.com/users/pdcawley,https://github.com/pdcawley,https://api.github.com/users/pdcawley/repos,93,184,4,184,"{'Ruby', 'C++', 'PLpgSQL', 'JavaScript', 'Go', 'Emacs Lisp', 'Lua', 'Perl'}"
michaeljones,https://api.github.com/users/michaeljones,https://github.com/michaeljones,https://api.github.com/users/michaeljones/repos,152,44,9,44,"{'C++', 'JavaScript', 'Python', 'Elm', 'Tcl', 'Elixir', 'Rust'}"
johnm,https://api.github.com/users/johnm,https://github.com/johnm,https://api.github.com/users/johnm/repos,35,7,6,7,"{'C++', 'C', 'Clojure', 'JavaScript', 'Java', 'Rust'}"
pedrofrv,https://api.github.com/users/pedrofrv,https://github.com/pedrofrv,https://api.github.com/users/pedrofrv/repos,3,1,0,1,"{'C', 'Java'}"
binarypie,https://api.github.com/users/binarypie,https://github.com/binarypie,https://api.github.com/users/binarypie/repos,28,51,40,51,"{'Vim script', 'TypeScript', 'Objective-C', 'JavaScript', 'VimL', 'Go', 'Shell', 'Python', 'Lua', 'CSS'}"
astine,https://api.github.com/users/astine,https://github.com/astine,https://api.github.com/users/astine/repos,24,22,1,22,"{'Ruby', 'C', 'Clojure', 'JavaScript', 'Shell', 'Emacs Lisp', 'Common Lisp', 'Python', 'Java'}"
mattwigham,https://api.github.com/users/mattwigham,https://github.com/mattwigham,https://api.github.com/users/mattwigham/repos,13,0,0,0,set()
agnes,https://api.github.com/users/agnes,https://github.com/agnes,https://api.github.com/users/agnes/repos,4,0,0,0,set()
epdp,https://api.github.com/users/epdp,https://github.com/epdp,https://api.github.com/users/epdp/repos,8,4,4,4,"{'Ruby', 'JavaScript'}"
przeor,https://api.github.com/users/przeor,https://github.com/przeor,https://api.github.com/users/przeor/repos,652,106,30,106,"{'C++', 'TypeScript', 'JavaScript', 'HTML', 'Python', 'CSS'}"
awwaiid,https://api.github.com/users/awwaiid,https://github.com/awwaiid,https://api.github.com/users/awwaiid/repos,78,33,11,33,"{'Ruby', 'TypeScript', 'CSS', 'JavaScript', 'VimL', 'Shell', 'HTML', 'Python', 'Perl', 'Perl6'}"
pharaohsd,https://api.github.com/users/pharaohsd,https://github.com/pharaohsd,https://api.github.com/users/pharaohsd/repos,3,2,0,2,{'VimL'}
Jasonbit,https://api.github.com/users/Jasonbit,https://github.com/Jasonbit,https://api.github.com/users/Jasonbit/repos,14,13,1,13,"{'Ruby', 'Objective-C', 'JavaScript', 'Shell', 'Python', 'CSS', 'Swift'}"
typesend,https://api.github.com/users/typesend,https://github.com/typesend,https://api.github.com/users/typesend/repos,47,10,3,10,"{'Ruby', 'CSS', 'JavaScript', 'Shell', 'Go', 'HTML', 'Python', 'Erlang', 'Elixir'}"
maxim,https://api.github.com/users/maxim,https://github.com/maxim,https://api.github.com/users/maxim/repos,188,711,113,711,"{'Ruby', 'Shell', 'HTML', 'Python', 'Elixir'}"
jui,https://api.github.com/users/jui,https://github.com/jui,https://api.github.com/users/jui/repos,5,25,6,25,"{'Ruby', 'JavaScript', 'Erlang', 'Elixir', 'Java', 'Swift'}"
naokits,https://api.github.com/users/naokits,https://github.com/naokits,https://api.github.com/users/naokits/repos,62,56,5,56,"{'Python', 'Objective-C', 'Swift'}"
Rydgel,https://api.github.com/users/Rydgel,https://github.com/Rydgel,https://api.github.com/users/Rydgel/repos,164,955,93,955,"{'PHP', 'C++', 'C', 'TypeScript', 'Clojure', 'VimL', 'JavaScript', 'Shell', 'Kotlin', 'Python', 'Elixir', 'Haskell', 'Scala', 'Rust'}"
derekjw,https://api.github.com/users/derekjw,https://github.com/derekjw,https://api.github.com/users/derekjw/repos,44,121,23,121,"{'C', 'Shell', 'Emacs Lisp', 'Haskell', 'Scala', 'Rust'}"
felipemms,https://api.github.com/users/felipemms,https://github.com/felipemms,https://api.github.com/users/felipemms/repos,5,0,0,0,set()
benefactual,https://api.github.com/users/benefactual,https://github.com/benefactual,https://api.github.com/users/benefactual/repos,2,0,0,0,set()
nathanclark,https://api.github.com/users/nathanclark,https://github.com/nathanclark,https://api.github.com/users/nathanclark/repos,13,11,1,11,"{'Ruby', 'Objective-C', 'JavaScript', 'HTML', 'Python', 'ActionScript', 'Perl'}"
mingtan,https://api.github.com/users/mingtan,https://github.com/mingtan,https://api.github.com/users/mingtan/repos,5,0,0,0,set()
callagga,https://api.github.com/users/callagga,https://github.com/callagga,https://api.github.com/users/callagga/repos,3,0,0,0,{'Lua'}
jsuchy,https://api.github.com/users/jsuchy,https://github.com/jsuchy,https://api.github.com/users/jsuchy/repos,0,30,11,30,"{'Ruby', 'C', 'Objective-C', 'Clojure', 'JavaScript', 'C#', 'HTML', 'Shell', 'Vim Script', 'Elixir', 'Java'}"
bd808,https://api.github.com/users/bd808,https://github.com/bd808,https://api.github.com/users/bd808/repos,102,13,6,13,"{'PHP', 'C++', 'Vim script', 'Objective-C', 'JavaScript', 'Shell', 'HTML', 'Makefile', 'Python', 'Perl'}"
houzongming,https://api.github.com/users/houzongming,https://github.com/houzongming,https://api.github.com/users/houzongming/repos,5,2,0,2,set()
chase,https://api.github.com/users/chase,https://github.com/chase,https://api.github.com/users/chase/repos,86,469,21,469,"{'Ruby', 'C++', 'TypeScript', 'JavaScript', 'VimL', 'Python', 'CoffeeScript', 'Vim Script', 'MoonScript', 'Lua', 'Perl'}"
elasticdarwin,https://api.github.com/users/elasticdarwin,https://github.com/elasticdarwin,https://api.github.com/users/elasticdarwin/repos,7,7,2,7,"{'C++', 'JavaScript', 'Java'}"
danbt79,https://api.github.com/users/danbt79,https://github.com/danbt79,https://api.github.com/users/danbt79/repos,8,0,0,0,"{'Ruby', 'JavaScript', 'PHP', 'CSS'}"
howiworkdaily,https://api.github.com/users/howiworkdaily,https://github.com/howiworkdaily,https://api.github.com/users/howiworkdaily/repos,182,471,199,471,"{'Python', 'JavaScript'}"
smmckay,https://api.github.com/users/smmckay,https://github.com/smmckay,https://api.github.com/users/smmckay/repos,3,7,3,7,"{'Dockerfile', 'JavaScript', 'Python', 'CSS', 'Java', 'Rust'}"
sleepygiant,https://api.github.com/users/sleepygiant,https://github.com/sleepygiant,https://api.github.com/users/sleepygiant/repos,6,5,0,5,{'Ruby'}
brunocolli,https://api.github.com/users/brunocolli,https://github.com/brunocolli,https://api.github.com/users/brunocolli/repos,4,0,0,0,set()
robwilkerson,https://api.github.com/users/robwilkerson,https://github.com/robwilkerson,https://api.github.com/users/robwilkerson/repos,22,149,96,149,"{'PHP', 'Ruby', 'JavaScript', 'Astro', 'Go', 'Python', 'CoffeeScript', 'Elixir', 'Swift'}"
notonthehighstreet,https://api.github.com/users/notonthehighstreet,https://github.com/notonthehighstreet,https://api.github.com/users/notonthehighstreet/repos,11,60,8,60,"{'Ruby', 'JavaScript', 'Go', 'Shell', 'Python', 'Java'}"
poteri,https://api.github.com/users/poteri,https://github.com/poteri,https://api.github.com/users/poteri/repos,3,0,0,0,"{'Python', 'JavaScript'}"
siannopollo,https://api.github.com/users/siannopollo,https://github.com/siannopollo,https://api.github.com/users/siannopollo/repos,13,149,37,149,"{'Ruby', 'C', 'Objective-C', 'JavaScript', 'CoffeeScript', 'CSS'}"
deploy27stars,https://api.github.com/users/deploy27stars,https://github.com/deploy27stars,https://api.github.com/users/deploy27stars/repos,3,0,0,0,set()
dbora,https://api.github.com/users/dbora,https://github.com/dbora,https://api.github.com/users/dbora/repos,20,3,0,3,"{'Ruby', 'HTML', 'Objective-C'}"
u10int,https://api.github.com/users/u10int,https://github.com/u10int,https://api.github.com/users/u10int/repos,73,84,11,84,"{'Ruby', 'Dockerfile', 'Objective-C', 'VimL', 'JavaScript', 'Shell', 'Swift'}"
mnmdev,https://api.github.com/users/mnmdev,https://github.com/mnmdev,https://api.github.com/users/mnmdev/repos,4,0,0,0,set()
victorz,https://api.github.com/users/victorz,https://github.com/victorz,https://api.github.com/users/victorz/repos,19,6,0,6,"{'C++', 'C', 'TypeScript', 'JavaScript', 'Vue', 'Go', 'Shell', 'Java'}"
brycethornton,https://api.github.com/users/brycethornton,https://github.com/brycethornton,https://api.github.com/users/brycethornton/repos,54,13,1,13,"{'Ruby', 'PHP', 'VimL', 'HTML', 'Python', 'Crystal'}"
khurramv,https://api.github.com/users/khurramv,https://github.com/khurramv,https://api.github.com/users/khurramv/repos,2,0,0,0,set()
alebedev,https://api.github.com/users/alebedev,https://github.com/alebedev,https://api.github.com/users/alebedev/repos,10,349,90,349,"{'Ruby', 'TypeScript', 'JavaScript', 'Kotlin', 'Java'}"
mjturner,https://api.github.com/users/mjturner,https://github.com/mjturner,https://api.github.com/users/mjturner/repos,12,2,0,2,"{'C', 'CSS', 'Perl', 'JavaScript', 'Shell', 'Python', 'Makefile', 'Rust'}"
eden,https://api.github.com/users/eden,https://github.com/eden,https://api.github.com/users/eden/repos,32,21,3,21,"{'Ruby', 'C++', 'C', 'JavaScript', 'HTML', 'Go', 'ActionScript', 'Swift'}"
BrianAker,https://api.github.com/users/BrianAker,https://github.com/BrianAker,https://api.github.com/users/BrianAker/repos,44,9,3,9,"{'Vim script', 'Objective-C', 'JavaScript', 'VimL', 'Shell', 'Go', 'Python', 'Slash', 'Groovy', 'Makefile'}"
letterj,https://api.github.com/users/letterj,https://github.com/letterj,https://api.github.com/users/letterj/repos,22,4,1,4,"{'Vim script', 'TypeScript', 'Jupyter Notebook', 'Dockerfile', 'JavaScript', 'Shell', 'Go', 'Python', 'Arduino', 'Makefile', 'Haskell'}"
marksiegal,https://api.github.com/users/marksiegal,https://github.com/marksiegal,https://api.github.com/users/marksiegal/repos,4,0,0,0,set()
r7000,https://api.github.com/users/r7000,https://github.com/r7000,https://api.github.com/users/r7000/repos,4,2,0,2,{'Ruby'}
tomasotosolini,https://api.github.com/users/tomasotosolini,https://github.com/tomasotosolini,https://api.github.com/users/tomasotosolini/repos,2,7,0,7,"{'Ruby', 'Java'}"
