login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages
elliotb,https://api.github.com/users/elliotb,https://github.com/elliotb,https://api.github.com/users/elliotb/repos,12,0,0,0,{'Elixir'}
three3q,https://api.github.com/users/three3q,https://github.com/three3q,https://api.github.com/users/three3q/repos,6,2,0,2,"{'Python', 'JavaScript', 'VimL', 'C'}"
sohooo,https://api.github.com/users/sohooo,https://github.com/sohooo,https://api.github.com/users/sohooo/repos,16,19,2,19,"{'Ruby', 'Vim script', 'Dockerfile', 'JavaScript', 'Shell', 'CSS', 'Rust', 'Swift'}"
mjboerma,https://api.github.com/users/mjboerma,https://github.com/mjboerma,https://api.github.com/users/mjboerma/repos,6,0,0,0,set()
mrmargolis,https://api.github.com/users/mrmargolis,https://github.com/mrmargolis,https://api.github.com/users/mrmargolis/repos,19,69,11,69,"{'Ruby', 'Vim script', 'Clojure', 'VimL', 'Emacs Lisp', 'Lua', 'Elixir', 'Java'}"
qrush,https://api.github.com/users/qrush,https://github.com/qrush,https://api.github.com/users/qrush/repos,900,48,29,48,"{'Ruby', 'Objective-C', 'JavaScript', 'Shell', 'CoffeeScript', 'CSS', 'Java'}"
appcoast,https://api.github.com/users/appcoast,https://github.com/appcoast,https://api.github.com/users/appcoast/repos,2,0,0,0,set()
hparra,https://api.github.com/users/hparra,https://github.com/hparra,https://api.github.com/users/hparra/repos,82,778,90,778,"{'PHP', 'JavaScript', 'Go', 'Emacs Lisp', 'Python', 'CoffeeScript'}"
kanlacism,https://api.github.com/users/kanlacism,https://github.com/kanlacism,https://api.github.com/users/kanlacism/repos,4,0,0,0,set()
nigel-zz,https://api.github.com/users/nigel-zz,https://github.com/nigel-zz,https://api.github.com/users/nigel-zz/repos,5,0,0,0,set()
peritus,https://api.github.com/users/peritus,https://github.com/peritus,https://api.github.com/users/peritus/repos,140,1751,260,1751,"{'Ruby', 'Objective-C', 'JavaScript', 'VimL', 'HTML', 'Shell', 'Python', 'CoffeeScript'}"
scotty,https://api.github.com/users/scotty,https://github.com/scotty,https://api.github.com/users/scotty/repos,5,2,0,2,{'Ruby'}
twobitfool,https://api.github.com/users/twobitfool,https://github.com/twobitfool,https://api.github.com/users/twobitfool/repos,9,11,6,11,"{'Ruby', 'ApacheConf', 'C', 'TypeScript', 'JavaScript', 'Shell', 'HTML', 'CSS'}"
sandro,https://api.github.com/users/sandro,https://github.com/sandro,https://api.github.com/users/sandro/repos,137,241,21,241,"{'Ruby', 'C', 'JavaScript', 'Go', 'CoffeeScript'}"
mattalbright,https://api.github.com/users/mattalbright,https://github.com/mattalbright,https://api.github.com/users/mattalbright/repos,6,10,1,10,"{'Ruby', 'C', 'JavaScript', 'Shell', 'Python'}"
spirospubdisplay,https://api.github.com/users/spirospubdisplay,https://github.com/spirospubdisplay,https://api.github.com/users/spirospubdisplay/repos,2,0,0,0,set()
mfb1982,https://api.github.com/users/mfb1982,https://github.com/mfb1982,https://api.github.com/users/mfb1982/repos,3,11,1,11,{'Ruby'}
dmullins78,https://api.github.com/users/dmullins78,https://github.com/dmullins78,https://api.github.com/users/dmullins78/repos,18,4,3,4,"{'Ruby', 'CSS', 'Clojure', 'JavaScript', 'VimL', 'Go', 'PowerShell', 'Shell', 'Perl', 'Java'}"
electrum,https://api.github.com/users/electrum,https://github.com/electrum,https://api.github.com/users/electrum/repos,589,11,7,11,"{'C++', 'JavaScript', 'Java', 'Dockerfile'}"
absolute0net,https://api.github.com/users/absolute0net,https://github.com/absolute0net,https://api.github.com/users/absolute0net/repos,4,0,0,0,set()
insxne,https://api.github.com/users/insxne,https://github.com/insxne,https://api.github.com/users/insxne/repos,8,0,0,0,"{'JavaScript', 'TypeScript'}"
himitsu,https://api.github.com/users/himitsu,https://github.com/himitsu,https://api.github.com/users/himitsu/repos,4,0,0,0,set()
wozozo,https://api.github.com/users/wozozo,https://github.com/wozozo,https://api.github.com/users/wozozo/repos,81,17,1,17,"{'PHP', 'TypeScript', 'Objective-C', 'JavaScript', 'Go', 'Shell', 'HTML', 'Python', 'Nginx', 'CSS'}"
0xSMW,https://api.github.com/users/0xSMW,https://github.com/0xSMW,https://api.github.com/users/0xSMW/repos,21,0,0,0,"{'TypeScript', 'JavaScript', 'Vue', 'HTML', 'Python', 'CSS'}"
slijtan,https://api.github.com/users/slijtan,https://github.com/slijtan,https://api.github.com/users/slijtan/repos,7,1,0,1,"{'Ruby', 'PHP', 'JavaScript', 'HTML', 'Emacs Lisp'}"
fuerstenberg,https://api.github.com/users/fuerstenberg,https://github.com/fuerstenberg,https://api.github.com/users/fuerstenberg/repos,18,2,0,2,"{'Ruby', 'CSS'}"
filterfish,https://api.github.com/users/filterfish,https://github.com/filterfish,https://api.github.com/users/filterfish/repos,27,17,6,17,"{'Ruby', 'Vim script', 'Shell', 'Lua', 'Haskell'}"
arunkj,https://api.github.com/users/arunkj,https://github.com/arunkj,https://api.github.com/users/arunkj/repos,5,0,0,0,set()
PeeDee,https://api.github.com/users/PeeDee,https://github.com/PeeDee,https://api.github.com/users/PeeDee/repos,4,22,16,22,"{'Ruby', 'Python', 'Objective-C'}"
kjyv,https://api.github.com/users/kjyv,https://github.com/kjyv,https://api.github.com/users/kjyv/repos,57,66,32,66,"{'Ruby', 'C++', 'C', 'OpenSCAD', 'JavaScript', 'VimL', 'Shell', 'Python', 'Vim Script', 'Fortran', 'Java', 'Swift'}"
blaine,https://api.github.com/users/blaine,https://github.com/blaine,https://api.github.com/users/blaine/repos,266,45,6,45,"{'Ruby', 'PHP', 'C++', 'TypeScript', 'JavaScript', 'HTML', 'Python', 'CoffeeScript', 'CSS', 'Java'}"
ajk,https://api.github.com/users/ajk,https://github.com/ajk,https://api.github.com/users/ajk/repos,8,70,1,70,"{'Clojure', 'Perl'}"
jongilbraith,https://api.github.com/users/jongilbraith,https://github.com/jongilbraith,https://api.github.com/users/jongilbraith/repos,41,260,69,260,"{'Ruby', 'Python', 'JavaScript', 'HTML'}"
bato3,https://api.github.com/users/bato3,https://github.com/bato3,https://api.github.com/users/bato3/repos,11,1,1,1,"{'PHP', 'Ruby', 'C', 'TypeScript', 'JavaScript', 'Scheme', 'HTML', 'Python', 'Perl', 'Java', 'SCSS'}"
drothlis,https://api.github.com/users/drothlis,https://github.com/drothlis,https://api.github.com/users/drothlis/repos,49,355,58,355,"{'Ruby', 'C++', 'C', 'JavaScript', 'Shell', 'Go', 'Emacs Lisp', 'Python', 'CSS', 'Haskell'}"
dot,https://api.github.com/users/dot,https://github.com/dot,https://api.github.com/users/dot/repos,63,2,4,2,"{'Ruby', 'C++', 'C', 'TypeScript', 'Objective-C', 'JavaScript', 'Astro', 'HTML', 'Shell', 'Emacs Lisp'}"
nickL,https://api.github.com/users/nickL,https://github.com/nickL,https://api.github.com/users/nickL/repos,23,0,0,0,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'Shell'}"
dev-zero,https://api.github.com/users/dev-zero,https://github.com/dev-zero,https://api.github.com/users/dev-zero/repos,53,14,7,14,"{'Ruby', 'C++', 'Shell', 'Python', 'TeX', 'Mustache', 'Fortran'}"
rpmsystems,https://api.github.com/users/rpmsystems,https://github.com/rpmsystems,https://api.github.com/users/rpmsystems/repos,3,0,0,0,set()
synth,https://api.github.com/users/synth,https://github.com/synth,https://api.github.com/users/synth/repos,27,20,9,20,"{'Ruby', 'JavaScript'}"
jlevin78,https://api.github.com/users/jlevin78,https://github.com/jlevin78,https://api.github.com/users/jlevin78/repos,4,0,0,0,set()
ijjzhao,https://api.github.com/users/ijjzhao,https://github.com/ijjzhao,https://api.github.com/users/ijjzhao/repos,5,0,0,0,"{'PHP', 'JavaScript', 'Vue', 'CSS', 'Java'}"
nathen,https://api.github.com/users/nathen,https://github.com/nathen,https://api.github.com/users/nathen/repos,13,0,0,0,"{'JavaScript', 'Elixir'}"
etiquettedude,https://api.github.com/users/etiquettedude,https://github.com/etiquettedude,https://api.github.com/users/etiquettedude/repos,4,2,0,2,{'C'}
zany,https://api.github.com/users/zany,https://github.com/zany,https://api.github.com/users/zany/repos,9,0,0,0,"{'Python', 'HTML'}"
picomiles,https://api.github.com/users/picomiles,https://github.com/picomiles,https://api.github.com/users/picomiles/repos,16,2,0,2,"{'JavaScript', 'CSS', 'HTML'}"
urban,https://api.github.com/users/urban,https://github.com/urban,https://api.github.com/users/urban/repos,31,29,2,29,"{'CSS', 'JavaScript', 'Shell', 'HTML', 'Arduino', 'Perl', 'Scheme'}"
mlednor,https://api.github.com/users/mlednor,https://github.com/mlednor,https://api.github.com/users/mlednor/repos,4,0,0,0,set()
HGebhardt,https://api.github.com/users/HGebhardt,https://github.com/HGebhardt,https://api.github.com/users/HGebhardt/repos,22,3,0,3,"{'Ruby', 'JavaScript', 'Shell'}"
coliveira,https://api.github.com/users/coliveira,https://github.com/coliveira,https://api.github.com/users/coliveira/repos,4,17,2,17,"{'Common Lisp', 'C++', 'C'}"
activefx,https://api.github.com/users/activefx,https://github.com/activefx,https://api.github.com/users/activefx/repos,41,24,2,24,"{'Ruby', 'C', 'JavaScript', 'Shell', 'HTML'}"
waqarweb,https://api.github.com/users/waqarweb,https://github.com/waqarweb,https://api.github.com/users/waqarweb/repos,4,0,0,0,set()
simpsomboy,https://api.github.com/users/simpsomboy,https://github.com/simpsomboy,https://api.github.com/users/simpsomboy/repos,5,0,0,0,set()
pjz,https://api.github.com/users/pjz,https://github.com/pjz,https://api.github.com/users/pjz/repos,46,21,8,21,"{'C++', 'C', 'Shell', 'Go', 'HTML', 'Python', 'Zig', 'Perl', 'Java'}"
earl,https://api.github.com/users/earl,https://github.com/earl,https://api.github.com/users/earl/repos,94,682,215,682,"{'Ruby', 'C++', 'C', 'Forth', 'JavaScript', 'VimL', 'R', 'Python', 'Rebol', 'Ragel in Ruby Host', 'LLVM', 'Java'}"
cenixdk,https://api.github.com/users/cenixdk,https://github.com/cenixdk,https://api.github.com/users/cenixdk/repos,7,9,0,9,"{'PHP', 'Ruby'}"
Gautier,https://api.github.com/users/Gautier,https://github.com/Gautier,https://api.github.com/users/Gautier/repos,42,62,25,62,"{'Ruby', 'C++', 'Nix', 'JavaScript', 'Python', 'Java'}"
johntopley,https://api.github.com/users/johntopley,https://github.com/johntopley,https://api.github.com/users/johntopley/repos,11,51,8,51,"{'Ruby', 'JavaScript', 'Swift'}"
ifesdjeen,https://api.github.com/users/ifesdjeen,https://github.com/ifesdjeen,https://api.github.com/users/ifesdjeen/repos,403,97,37,97,"{'Ruby', 'C', 'Clojure', 'JavaScript', 'Emacs Lisp', 'Python', 'Haskell', 'Java'}"
bestes,https://api.github.com/users/bestes,https://github.com/bestes,https://api.github.com/users/bestes/repos,5,1,1,1,"{'Ruby', 'JavaScript', 'Go', 'Shell', 'Python'}"
sixfoot6,https://api.github.com/users/sixfoot6,https://github.com/sixfoot6,https://api.github.com/users/sixfoot6/repos,21,0,0,0,{'Vue'}
puppyscent,https://api.github.com/users/puppyscent,https://github.com/puppyscent,https://api.github.com/users/puppyscent/repos,5,0,0,0,set()
pivotal-legacy,https://api.github.com/users/pivotal-legacy,https://github.com/pivotal-legacy,https://api.github.com/users/pivotal-legacy/repos,17,391,257,391,"{'Ruby', 'Vim script', 'Objective-C++'}"
bmctigue,https://api.github.com/users/bmctigue,https://github.com/bmctigue,https://api.github.com/users/bmctigue/repos,5,18,4,18,"{'Ruby', 'CSS', 'Swift'}"
Venut,https://api.github.com/users/Venut,https://github.com/Venut,https://api.github.com/users/Venut/repos,7,7,0,7,"{'JavaScript', 'C'}"
balbert,https://api.github.com/users/balbert,https://github.com/balbert,https://api.github.com/users/balbert/repos,4,0,0,0,{'HTML'}
pgr0ss,https://api.github.com/users/pgr0ss,https://github.com/pgr0ss,https://api.github.com/users/pgr0ss/repos,120,143,40,143,"{'Ruby', 'Elixir', 'Clojure', 'JavaScript', 'Shell', 'Python', 'CSS', 'Java', 'Rust'}"
zoonfafer,https://api.github.com/users/zoonfafer,https://github.com/zoonfafer,https://api.github.com/users/zoonfafer/repos,17,5,2,5,"{'Ruby', 'Vim script', 'VimL', 'Shell', 'Emacs Lisp', 'Python', 'Haskell', 'Rust'}"
nam,https://api.github.com/users/nam,https://github.com/nam,https://api.github.com/users/nam/repos,5,2,1,2,{'Java'}
yas,https://api.github.com/users/yas,https://github.com/yas,https://api.github.com/users/yas/repos,13,0,0,0,set()
Sai,https://api.github.com/users/Sai,https://github.com/Sai,https://api.github.com/users/Sai/repos,332,4,0,4,{'Objective-C'}
chanwit,https://api.github.com/users/chanwit,https://github.com/chanwit,https://api.github.com/users/chanwit/repos,458,19,38,19,"{'C', 'TypeScript', 'Dockerfile', 'JavaScript', 'Go', 'Python', 'PowerShell'}"
treon,https://api.github.com/users/treon,https://github.com/treon,https://api.github.com/users/treon/repos,3,0,0,0,set()
jpradxx,https://api.github.com/users/jpradxx,https://github.com/jpradxx,https://api.github.com/users/jpradxx/repos,4,0,0,0,set()
mrichman,https://api.github.com/users/mrichman,https://github.com/mrichman,https://api.github.com/users/mrichman/repos,141,50,23,50,"{'PHP', 'VimL', 'Vue', 'Go', 'PowerShell', 'HTML', 'Shell', 'Python', 'Makefile', 'CSS'}"
vanef,https://api.github.com/users/vanef,https://github.com/vanef,https://api.github.com/users/vanef/repos,5,0,0,0,set()
rippedbc800m,https://api.github.com/users/rippedbc800m,https://github.com/rippedbc800m,https://api.github.com/users/rippedbc800m/repos,5,0,0,0,set()
andale,https://api.github.com/users/andale,https://github.com/andale,https://api.github.com/users/andale/repos,2,0,0,0,set()
rawburt,https://api.github.com/users/rawburt,https://github.com/rawburt,https://api.github.com/users/rawburt/repos,22,10,1,10,"{'Ruby', 'C++', 'OCaml', 'HTML', 'Python', 'Lua', 'Rust'}"
rwohleb,https://api.github.com/users/rwohleb,https://github.com/rwohleb,https://api.github.com/users/rwohleb/repos,16,9,1,9,"{'PHP', 'C++', 'Ruby', 'C', 'Dockerfile', 'Objective-C', 'Eagle', 'JavaScript', 'C#', 'Shell', 'Python', 'Arduino'}"
cmaxw,https://api.github.com/users/cmaxw,https://github.com/cmaxw,https://api.github.com/users/cmaxw/repos,266,33,8,33,"{'Ruby', 'JavaScript', 'Shell'}"
jsmith-zz,https://api.github.com/users/jsmith-zz,https://github.com/jsmith-zz,https://api.github.com/users/jsmith-zz/repos,6,0,0,0,set()
shaymcgee,https://api.github.com/users/shaymcgee,https://github.com/shaymcgee,https://api.github.com/users/shaymcgee/repos,4,0,0,0,set()
zukunftsalick,https://api.github.com/users/zukunftsalick,https://github.com/zukunftsalick,https://api.github.com/users/zukunftsalick/repos,59,26,8,26,"{'Ruby', 'JavaScript', 'HTML', 'CSS', 'NewLisp', 'Rust'}"
inem,https://api.github.com/users/inem,https://github.com/inem,https://api.github.com/users/inem/repos,202,39,13,39,"{'Ruby', 'ApacheConf', 'Dockerfile', 'Objective-C', 'JavaScript', 'CoffeeScript', 'CSS'}"
bremac,https://api.github.com/users/bremac,https://github.com/bremac,https://api.github.com/users/bremac/repos,24,17,4,17,"{'OCaml', 'C', 'Factor', 'JavaScript', 'Python', 'CoffeeScript', 'Nginx', 'Assembly', 'Java'}"
MTVPatrick,https://api.github.com/users/MTVPatrick,https://github.com/MTVPatrick,https://api.github.com/users/MTVPatrick/repos,9,0,0,0,set()
holidayatsea,https://api.github.com/users/holidayatsea,https://github.com/holidayatsea,https://api.github.com/users/holidayatsea/repos,4,0,0,0,set()
fadec,https://api.github.com/users/fadec,https://github.com/fadec,https://api.github.com/users/fadec/repos,5,2,0,2,"{'Ruby', 'C', 'TypeScript', 'JavaScript', 'ActionScript'}"
slothbear,https://api.github.com/users/slothbear,https://github.com/slothbear,https://api.github.com/users/slothbear/repos,47,5,3,5,"{'Ruby', 'JavaScript', 'CoffeeScript', 'CSS', 'Java', 'SAS'}"
grossbart,https://api.github.com/users/grossbart,https://github.com/grossbart,https://api.github.com/users/grossbart/repos,67,208,39,208,"{'PHP', 'Ruby', 'TypeScript', 'Nix', 'Clojure', 'JavaScript', 'HTML', 'CoffeeScript', 'Haskell'}"
luizlaydner,https://api.github.com/users/luizlaydner,https://github.com/luizlaydner,https://api.github.com/users/luizlaydner/repos,33,1,0,1,"{'JavaScript', 'Java', 'Go', 'HTML'}"
ganaware,https://api.github.com/users/ganaware,https://github.com/ganaware,https://api.github.com/users/ganaware/repos,12,53,12,53,"{'Ruby', 'C++', 'TypeScript', 'JavaScript', 'C#'}"
pch,https://api.github.com/users/pch,https://github.com/pch,https://api.github.com/users/pch/repos,103,1558,111,1558,"{'Ruby', 'Dockerfile', 'JavaScript', 'Shell', 'Go', 'CSS'}"
GomiHisae,https://api.github.com/users/GomiHisae,https://github.com/GomiHisae,https://api.github.com/users/GomiHisae/repos,4,2,0,2,set()
MatthewSibson,https://api.github.com/users/MatthewSibson,https://github.com/MatthewSibson,https://api.github.com/users/MatthewSibson/repos,5,0,0,0,{'CSS'}
debra,https://api.github.com/users/debra,https://github.com/debra,https://api.github.com/users/debra/repos,4,0,0,0,set()
dbrockman,https://api.github.com/users/dbrockman,https://github.com/dbrockman,https://api.github.com/users/dbrockman/repos,37,10,5,10,"{'TypeScript', 'JavaScript', 'HTML', 'Shell', 'Rust'}"
mikeenriquez,https://api.github.com/users/mikeenriquez,https://github.com/mikeenriquez,https://api.github.com/users/mikeenriquez/repos,4,5,0,5,"{'Ruby', 'JavaScript'}"
benpetro,https://api.github.com/users/benpetro,https://github.com/benpetro,https://api.github.com/users/benpetro/repos,4,0,3,0,{'Ruby'}
herrag33k,https://api.github.com/users/herrag33k,https://github.com/herrag33k,https://api.github.com/users/herrag33k/repos,4,1,1,1,set()
shari,https://api.github.com/users/shari,https://github.com/shari,https://api.github.com/users/shari/repos,4,0,1,0,{'HTML'}
woremacx,https://api.github.com/users/woremacx,https://github.com/woremacx,https://api.github.com/users/woremacx/repos,55,5,2,5,"{'C', 'Dockerfile', 'Go', 'Shell', 'Perl'}"
mikshir,https://api.github.com/users/mikshir,https://github.com/mikshir,https://api.github.com/users/mikshir/repos,4,0,0,0,set()
philiptran,https://api.github.com/users/philiptran,https://github.com/philiptran,https://api.github.com/users/philiptran/repos,7,1,0,1,"{'TypeScript', 'JavaScript', 'Vue', 'Shell', 'Python', 'Kotlin', 'HCL', 'Java'}"
ElChapitan,https://api.github.com/users/ElChapitan,https://github.com/ElChapitan,https://api.github.com/users/ElChapitan/repos,14,1,1,1,"{'Ruby', 'JavaScript', 'Java'}"
14nry,https://api.github.com/users/14nry,https://github.com/14nry,https://api.github.com/users/14nry/repos,5,0,0,0,{'JavaScript'}
mswain,https://api.github.com/users/mswain,https://github.com/mswain,https://api.github.com/users/mswain/repos,21,9,0,9,"{'Ruby', 'C++', 'C', 'Perl', 'JavaScript', 'HTML', 'Python', 'CSS'}"
danblaker,https://api.github.com/users/danblaker,https://github.com/danblaker,https://api.github.com/users/danblaker/repos,10,2,6,2,"{'PHP', 'Ruby', 'JavaScript', 'Shell', 'HTML', 'Python', 'Nginx', 'XSLT', 'CSS'}"
nexon,https://api.github.com/users/nexon,https://github.com/nexon,https://api.github.com/users/nexon/repos,0,4,2,4,"{'PHP', 'C++', 'Ruby', 'Objective-C', 'C#', 'Java', 'Rust', 'Swift'}"
lsaffie,https://api.github.com/users/lsaffie,https://github.com/lsaffie,https://api.github.com/users/lsaffie/repos,10,20,3,20,"{'PHP', 'Ruby', 'JavaScript', 'Shell', 'HTML', 'Python', 'Perl', 'Java'}"
thaterikperson,https://api.github.com/users/thaterikperson,https://github.com/thaterikperson,https://api.github.com/users/thaterikperson/repos,27,98,10,98,"{'Ruby', 'Objective-C', 'JavaScript', 'Elm', 'Elixir', 'Rust'}"
Tin,https://api.github.com/users/Tin,https://github.com/Tin,https://api.github.com/users/Tin/repos,46,55,5,55,"{'Ruby', 'Python', 'JavaScript'}"
igorkasyanchuk,https://api.github.com/users/igorkasyanchuk,https://github.com/igorkasyanchuk,https://api.github.com/users/igorkasyanchuk/repos,287,1657,184,1657,"{'Ruby', 'CSS'}"
keyle,https://api.github.com/users/keyle,https://github.com/keyle,https://api.github.com/users/keyle/repos,20,60,10,60,"{'PHP', 'C', 'JavaScript', 'C#', 'Go', 'Emacs Lisp', 'Python', 'Nimrod', 'ActionScript', 'Java', 'Swift'}"
syndeolabs,https://api.github.com/users/syndeolabs,https://github.com/syndeolabs,https://api.github.com/users/syndeolabs/repos,4,0,0,0,set()
rogerleite,https://api.github.com/users/rogerleite,https://github.com/rogerleite,https://api.github.com/users/rogerleite/repos,85,83,25,83,"{'Ruby', 'Vim script', 'CSS', 'JavaScript', 'HTML', 'Shell', 'Lua', 'Elixir', 'Java'}"
flobot,https://api.github.com/users/flobot,https://github.com/flobot,https://api.github.com/users/flobot/repos,4,0,0,0,set()
jandi,https://api.github.com/users/jandi,https://github.com/jandi,https://api.github.com/users/jandi/repos,3,0,0,0,set()
micahwedemeyer,https://api.github.com/users/micahwedemeyer,https://github.com/micahwedemeyer,https://api.github.com/users/micahwedemeyer/repos,39,674,201,674,"{'Ruby', 'C++', 'JavaScript', 'Shell', 'Go', 'Python', 'CoffeeScript', 'Elixir'}"
slangevi,https://api.github.com/users/slangevi,https://github.com/slangevi,https://api.github.com/users/slangevi/repos,15,3,1,3,"{'JavaScript', 'Java'}"
zbelzer,https://api.github.com/users/zbelzer,https://github.com/zbelzer,https://api.github.com/users/zbelzer/repos,17,18,3,18,"{'Ruby', 'C++', 'JavaScript', 'VimL', 'HTML', 'Scala'}"
claudiob,https://api.github.com/users/claudiob,https://github.com/claudiob,https://api.github.com/users/claudiob/repos,269,30,10,30,"{'Ruby', 'PHP', 'JavaScript', 'HTML', 'Python', 'CSS'}"
drobson,https://api.github.com/users/drobson,https://github.com/drobson,https://api.github.com/users/drobson/repos,8,0,0,0,set()
acamargo,https://api.github.com/users/acamargo,https://github.com/acamargo,https://api.github.com/users/acamargo/repos,30,5,2,5,"{'Ruby', 'C', 'Dart', 'JavaScript', 'Clojure', 'HTML', 'TeX', 'Elixir'}"
ek,https://api.github.com/users/ek,https://github.com/ek,https://api.github.com/users/ek/repos,28,27,12,27,"{'Ruby', 'JavaScript', 'HTML', 'Python', 'ActionScript', 'CSS'}"
falemante,https://api.github.com/users/falemante,https://github.com/falemante,https://api.github.com/users/falemante/repos,4,2,0,2,{'Python'}
guydavis,https://api.github.com/users/guydavis,https://github.com/guydavis,https://api.github.com/users/guydavis/repos,44,406,87,406,"{'Ruby', 'JavaScript', 'Shell', 'HTML', 'Python', 'HCL', 'Assembly'}"
orcdork,https://api.github.com/users/orcdork,https://github.com/orcdork,https://api.github.com/users/orcdork/repos,4,2,0,2,set()
doliam,https://api.github.com/users/doliam,https://github.com/doliam,https://api.github.com/users/doliam/repos,4,0,0,0,set()
sethpaxton,https://api.github.com/users/sethpaxton,https://github.com/sethpaxton,https://api.github.com/users/sethpaxton/repos,4,0,0,0,set()
sunaku,https://api.github.com/users/sunaku,https://github.com/sunaku,https://api.github.com/users/sunaku/repos,345,1028,56,1028,"{'Ruby', 'C', 'VimL', 'Shell', 'Go', 'Python', 'Vim Script', 'Lua', 'Elixir'}"
ruuzo,https://api.github.com/users/ruuzo,https://github.com/ruuzo,https://api.github.com/users/ruuzo/repos,4,1,0,1,{'Lua'}
raphinou,https://api.github.com/users/raphinou,https://github.com/raphinou,https://api.github.com/users/raphinou/repos,9,35,6,35,"{'Ruby', 'PHP', 'OCaml', 'C', 'Clojure', 'Shell', 'Python'}"
cbenz,https://api.github.com/users/cbenz,https://github.com/cbenz,https://api.github.com/users/cbenz/repos,59,11,3,11,"{'Ruby', 'Jupyter Notebook', 'Julia', 'JavaScript', 'HTML', 'Python'}"
fabioespindula,https://api.github.com/users/fabioespindula,https://github.com/fabioespindula,https://api.github.com/users/fabioespindula/repos,19,8,3,8,{'Ruby'}
infodomestic,https://api.github.com/users/infodomestic,https://github.com/infodomestic,https://api.github.com/users/infodomestic/repos,7,4,0,4,set()
nickcharlton,https://api.github.com/users/nickcharlton,https://github.com/nickcharlton,https://api.github.com/users/nickcharlton/repos,199,161,138,161,"{'Ruby', 'Objective-C', 'JavaScript', 'VimL', 'Shell', 'C#', 'Python', 'Vim Script'}"
japanrock,https://api.github.com/users/japanrock,https://github.com/japanrock,https://api.github.com/users/japanrock/repos,29,29,3,29,"{'Ruby', 'VimL', 'C'}"
mzp,https://api.github.com/users/mzp,https://github.com/mzp,https://api.github.com/users/mzp/repos,340,75,10,75,"{'Ruby', 'OCaml', 'Verilog', 'C', 'JavaScript', 'AppleScript', 'Shell', 'Kotlin', 'Python', 'Roff', 'Haskell', 'Scala', 'Swift'}"
hiraba,https://api.github.com/users/hiraba,https://github.com/hiraba,https://api.github.com/users/hiraba/repos,4,3,0,3,"{'JavaScript', 'Jupyter Notebook'}"
ziguzagu,https://api.github.com/users/ziguzagu,https://github.com/ziguzagu,https://api.github.com/users/ziguzagu/repos,73,24,12,24,"{'Ruby', 'Perl', 'Emacs Lisp', 'Swift'}"
jnslxndr,https://api.github.com/users/jnslxndr,https://github.com/jnslxndr,https://api.github.com/users/jnslxndr/repos,72,17,2,17,"{'Ruby', 'C++', 'Vim script', 'JavaScript', 'C#', 'Go', 'Shell', 'AppleScript', 'Python', 'CoffeeScript', 'Arduino'}"
jteegarden,https://api.github.com/users/jteegarden,https://github.com/jteegarden,https://api.github.com/users/jteegarden/repos,4,0,0,0,set()
eschulte,https://api.github.com/users/eschulte,https://github.com/eschulte,https://api.github.com/users/eschulte/repos,350,240,33,240,"{'Ruby', 'C++', 'OCaml', 'C', 'Clojure', 'Shell', 'Emacs Lisp', 'Sass', 'Common Lisp', 'Scheme', 'Rust'}"
paccoxs,https://api.github.com/users/paccoxs,https://github.com/paccoxs,https://api.github.com/users/paccoxs/repos,4,0,0,0,set()
stphung,https://api.github.com/users/stphung,https://github.com/stphung,https://api.github.com/users/stphung/repos,20,6,6,6,"{'Ruby', 'Emacs Lisp', 'Scala', 'Lua', 'PowerShell', 'Java'}"
infernalsirius,https://api.github.com/users/infernalsirius,https://github.com/infernalsirius,https://api.github.com/users/infernalsirius/repos,12,4,0,4,"{'Ruby', 'Liquid', 'JavaScript', 'Shell', 'PowerShell', 'Python', 'Groovy', 'CSS', 'Swift'}"
irregularprofit,https://api.github.com/users/irregularprofit,https://github.com/irregularprofit,https://api.github.com/users/irregularprofit/repos,7,0,2,0,"{'Ruby', 'Vim Script', 'C', 'Objective-C'}"
Walsen,https://api.github.com/users/Walsen,https://github.com/Walsen,https://api.github.com/users/Walsen/repos,18,24,1,24,"{'Ruby', 'C++', 'JavaScript', 'Shell', 'HTML', 'Python', 'Groovy', 'Java'}"
AlekSi,https://api.github.com/users/AlekSi,https://github.com/AlekSi,https://api.github.com/users/AlekSi/repos,724,78,23,78,"{'Ruby', 'C++', 'C', 'Go', 'Python', 'CSS'}"
Zounas,https://api.github.com/users/Zounas,https://github.com/Zounas,https://api.github.com/users/Zounas/repos,4,0,0,0,set()
nielsvaneck,https://api.github.com/users/nielsvaneck,https://github.com/nielsvaneck,https://api.github.com/users/nielsvaneck/repos,31,18,16,18,"{'TypeScript', 'Go', 'HTML', 'Shell', 'Python'}"
mredding,https://api.github.com/users/mredding,https://github.com/mredding,https://api.github.com/users/mredding/repos,4,3,2,3,{'Ruby'}
wgaffa,https://api.github.com/users/wgaffa,https://github.com/wgaffa,https://api.github.com/users/wgaffa/repos,11,4,0,4,"{'C++', 'Vim script', 'Nix', 'JavaScript', 'C#', 'Shell', 'KakouneScript', 'Erlang', 'Haskell', 'Rust'}"
sixty4bit,https://api.github.com/users/sixty4bit,https://github.com/sixty4bit,https://api.github.com/users/sixty4bit/repos,17,18,1,18,"{'Ruby', 'PHP', 'JavaScript', 'Shell', 'Python'}"
